producto_id,nombre_producto,categoria,categoria_abc,variabilidad,metodo_pronostico,demanda_promedio_mensual_pronosticada,lead_time_semanas,lead_time_meses,stock_seguridad,punto_reorden,inventario_actual,eoq,limite_presupuesto_unidades,cantidad_sugerida_pedido,fecha_estimada_pedido,dias_para_pedido,ordenar
712599,ARTEMETER/LUMEFANTRINA TABLETA 20/120MG,MEDICAMENTOS,C,Alta,XGBoost,22.44,1.0,0.23,2.52,7.69,,,,,,,NO
712920,SONDA FOLEY 2 VIAS 8X3 SILICONADA PEDIATRICA ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.09,1.0,0.23,0.01,0.03,1.0,,0.0,0.0,2023-04-11,315.0,NO
712991,CANULA NASAL OXIGENO PEDIATRICA NO ESTERIL ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.15,1.0,0.23,0.01,0.05,,,,,,,NO
713099,CATETER VENOSO CENTRAL TRILUMEN (CVC) 7FRX20CM ,DISPOSITIVOS MEDICO,C,Baja,Media móvil,33.0,1.0,0.23,0.65,8.24,18.0,,0.0,0.0,2022-06-10,9.0,NO
713258,"ALPRAZOLAM TABLETA 0,50 MG ",CONTROLADOS,C,Media,Media móvil,30.15,1.0,0.23,1.4,8.34,307.0,,11.0,0.0,2023-03-29,302.0,NO
713549,LOPINAVIR/RITONAVIR TABLETA 200MG/50MG,MEDICAMENTOS,C,Alta,XGBoost,0.46,1.0,0.23,0.12,0.23,0.0,,,0.23,2022-06-01,0.0,SI
713679,APOSITO ESTERIL 1685 IV (TEGADERM 8.5 X 11.5),DISPOSITIVOS MEDICO,B,Baja,XGBoost,233.36,1.0,0.23,1.4,55.11,51.0,,0.0,4.11,2022-06-01,0.0,SI
713842,ESTILETE GUIA ENDOTRAQUEAL 14MM,DISPOSITIVOS MEDICO,C,Alta,XGBoost,23.38,1.0,0.23,2.28,7.66,7.0,,0.0,0.66,2022-06-01,0.0,SI
713863,INMUNOGLOBULINA HUMANA ANTIHEPATITIS B SOLUCIÓN INYECTABLE 50UI/1ML (100UI/2ML),MEDICAMENTOS,C,Alta,XGBoost,0.45,1.0,0.23,0.08,0.19,,,,,,,NO
713981,PIRIDOSTIGMINA TABLETA 60MG,MEDICAMENTOS,C,Alta,XGBoost,3.39,1.0,0.23,0.92,1.7,10.0,,0.0,0.0,2022-08-14,74.0,NO
714048,LAGRIMAS ARTIFICIALES SOLUCIÓN OFTÁLMICA 5MG/1ML (75MG/15ML),MEDICAMENTOS,C,Alta,XGBoost,0.32,1.0,0.23,0.01,0.09,,,,,,,NO
714463,RIVAROXABAN TABLETA 20MG,MEDICAMENTOS,C,Alta,XGBoost,0.88,1.0,0.23,0.02,0.23,13.0,,0.0,0.0,2023-08-16,442.0,NO
714819,MOSAPRIDA TABLETA 5MG,MEDICAMENTOS,C,Alta,XGBoost,0.16,1.0,0.23,0.0,0.04,9.0,,0.0,0.0,2027-03-07,1741.0,NO
714878,"GLUCERNA SOLUCIÓN ORAL 0,93KCAL/1ML (220,4KCAL/237ML)) ALIMENTO LIQUIDO CON CA",NUTRICION,C,Alta,XGBoost,1.27,1.0,0.23,0.76,1.05,0.0,,,1.05,2022-06-01,0.0,SI
714955,CLOZAPINA TABLETA 25 MG,CONTROLADOS,B,Baja,XGBoost,167.67,1.0,0.23,8.2,46.79,389.0,,14.0,0.0,2022-08-02,62.0,NO
715020,DULOXETINA TABLETA 30MG,MEDICAMENTOS,C,Alta,XGBoost,1.42,1.0,0.23,0.12,0.45,12.0,,0.0,0.0,2023-02-03,247.0,NO
715068,SET DE LINEA (CATETER ARTERIAL CATH 20X8),DISPOSITIVOS MEDICO,B,Baja,XGBoost,95.63,1.0,0.23,2.94,24.95,27.0,,0.0,0.0,2022-06-01,1.0,NO
715131,CEFOTAXIMA SOLUCIÓN INYECTABLE 1G,MEDICAMENTOS,C,Alta,XGBoost,1.34,1.0,0.23,0.02,0.33,19.0,,0.0,0.0,2023-07-29,423.0,NO
715385,CAFEINA CITRATO 20MG/ML SOL. INYECTABLE (10MG/ML CAFEINA BASE),MEDICAMENTOS,B,Media,XGBoost,140.23,1.0,0.23,15.61,47.88,105.0,,0.0,0.0,2022-06-13,12.0,NO
715460,BOLSA ACTIVE LIFE ADULTO-22771 ,DISPOSITIVOS MEDICO,C,Media,Media móvil,17.74,1.0,0.23,0.98,5.06,13.0,,0.0,0.0,2022-06-14,14.0,NO
715545,LORAZEPAM TABLETA 2MG,CONTROLADOS,B,Media,XGBoost,271.87,1.0,0.23,27.23,89.8,63.0,,17.0,26.8,2022-06-01,0.0,SI
715571,ACIDO POLIACRILICO 0.2% GEL OFTALMICO ESTERIL,MEDICAMENTOS,C,Alta,XGBoost,0.13,1.0,0.23,0.0,0.03,4.0,,0.0,0.0,2025-01-09,953.0,NO
715576,DORIPENEM POLVO LIOFILIZADO 500MG,MEDICAMENTOS,C,Alta,XGBoost,103.58,1.0,0.23,10.31,34.15,48.0,,0.0,0.0,2022-06-05,4.0,NO
715623,OXICODONA TABLETA DE LIBERACIÓN CONTROLADA 10MG ,CONTROLADOS,C,Media,Media móvil,33.81,1.0,0.23,3.28,11.06,431.0,,1.0,0.0,2023-06-14,378.0,NO
715706,CAUCHO TUBO P/SUCCION 3MT ESTERIL  ,DISPOSITIVOS MEDICO,B,Baja,XGBoost,145.66,1.0,0.23,0.91,34.43,19.0,,0.0,15.43,2022-06-01,0.0,SI
715794,GLUTAPAK R POLVO PARA SOLUCIÓN ORAL 15G) ALIMENTO A BASE DE GLUTAMINA Y LACTOB,NUTRICION,C,Baja,Media móvil,80.21,1.0,0.23,6.19,24.65,22.0,,0.0,2.65,2022-06-01,0.0,SI
715826,PLEUR-EVAC 2500CC -A8000106 (PLEUROVAC),DISPOSITIVOS MEDICO,C,Baja,Media móvil,7.85,1.0,0.23,0.62,2.43,3.0,,0.0,0.0,2022-06-03,2.0,NO
716204,KETAMINA SOL. INYECTABLE 500MG,CONTROLADOS,C,Alta,XGBoost,10.34,1.0,0.23,1.71,4.09,12.0,,0.0,0.0,2022-06-24,23.0,NO
716715,CLONAZEPAM TABLETA 2 MG ,CONTROLADOS,C,Alta,XGBoost,54.62,1.0,0.23,4.53,17.1,124.0,,8.0,0.0,2022-07-30,60.0,NO
716732,IBUPROFENO 10MG/2ML SOL. INYECTABLE,MEDICAMENTOS,C,Alta,XGBoost,0.19,1.0,0.23,0.06,0.1,,,,,,,NO
716753,BOLSA RECOLECTORA 1000 CC REF: Z-01000,DISPOSITIVOS MEDICO,C,Alta,XGBoost,1.71,1.0,0.23,0.09,0.49,0.0,,,0.49,2022-06-01,0.0,SI
716754,CONECTOR EN Y -SUPLESALUD,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.11,1.0,0.23,0.05,0.08,,,,,,,NO
716842,TERLIPRESINA ACETATO 1MG,MEDICAMENTOS,C,Alta,XGBoost,13.8,1.0,0.23,0.09,3.27,35.0,,0.0,0.0,2022-08-09,70.0,NO
716958,CATETER  UMBILICAL 2.5 FR,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.75,1.0,0.23,0.1,0.27,11.0,,0.0,0.0,2023-08-12,437.0,NO
717140,NUTRICION ENTERAL CETOGENICA 300 G LATA,NUTRICION,C,Alta,XGBoost,0.33,1.0,0.23,0.01,0.09,,,,,,,NO
717160,PROGESTERONA CÁPSULA 200MG,MEDICAMENTOS,C,Alta,XGBoost,0.17,1.0,0.23,0.04,0.08,18.0,,0.0,0.0,2031-05-17,3273.0,NO
717191,MOXIFLOXACINO TABLETA 400MG,MEDICAMENTOS,C,Alta,XGBoost,6.08,1.0,0.23,0.6,2.0,,,,,,,NO
717218,"CLONAZEPAM SOL. ORAL 2,5MG/1ML x 20ML",CONTROLADOS,C,Media,Media móvil,2.42,1.0,0.23,0.23,0.79,29.0,,0.0,0.0,2023-05-22,355.0,NO
717219,"CLONAZEPAM TABLETA 0,5 MG ",CONTROLADOS,B,Media,XGBoost,96.04,1.0,0.23,19.85,41.95,345.0,,8.0,0.0,2022-09-05,96.0,NO
717248,N-ACETILCISTEINA GRANULOS PARA SUSPENCIÓN ORAL 600MG,MEDICAMENTOS,C,Alta,XGBoost,0.55,1.0,0.23,0.1,0.22,34.0,,2.0,0.0,2027-07-14,1869.0,NO
717262,OXITOCINA 10UI SOL. INYECTABLE,CONTROLADOS,C,Alta,XGBoost,1.38,1.0,0.23,0.24,0.56,635.0,,0.0,0.0,2060-08-20,13961.0,NO
717274,PREGABALINA TABLETA 75MG,MEDICAMENTOS,B,Media,XGBoost,139.7,1.0,0.23,8.36,40.51,97.0,,7.0,0.0,2022-06-13,12.0,NO
717280,SACUBITRIL/ VALSARTAN 100 MG TABLETA,MEDICAMENTOS,C,Alta,XGBoost,0.21,1.0,0.23,0.09,0.14,10.0,,0.0,0.0,2026-04-30,1430.0,NO
717389,VASO DESECHABLE 7 ONZ,DISPOSITIVOS MEDICO,A,Alta,XGBoost,201.03,1.0,0.23,45.41,91.68,0.0,,,91.68,2022-06-01,0.0,SI
717421,NUTRAMIGEN PREMIUM CON LGG 357G LATA,MEDICAMENTOS,C,Alta,XGBoost,0.15,1.0,0.23,0.01,0.05,,,,,,,NO
717432,FLUTICASONA/SALMETEROL SUSPENSIÓN PARA INHALACIÓN 250MCG/25MCG/1PUFF/120PUFF,MEDICAMENTOS,C,Media,Media móvil,1.25,1.0,0.23,0.25,0.54,3.0,,0.0,0.0,2022-07-30,60.0,NO
717442,BUDESONIDA/FORMOTEROL SUSPENSIÓN PARA INHALACIÓN 320MCG/9MCG/1PUFF/60PUFF,MEDICAMENTOS,C,Alta,XGBoost,0.45,1.0,0.23,0.08,0.19,0.0,,,0.19,2022-06-01,0.0,SI
717450,N-ACETILCISTEINA SOLUCIÓN INYECTABLE 300MG/3ML,MEDICAMENTOS,C,Alta,XGBoost,7.68,1.0,0.23,1.86,3.63,12.0,,0.0,0.0,2022-07-04,33.0,NO
717455,IVABRADINE TABLETA 5MG,MEDICAMENTOS,C,Alta,XGBoost,0.31,1.0,0.23,0.03,0.1,6.0,,0.0,0.0,2023-12-31,579.0,NO
717519,OMEPRAZOL POLVO LIOFILIZADO 40MG,MEDICAMENTOS,A,Baja,XGBoost,1616.21,1.0,0.23,15.2,387.17,217.0,,0.0,170.17,2022-06-01,0.0,SI
717705,DABIGATRAN CÁPSULA 150MG,MEDICAMENTOS,C,Alta,XGBoost,0.34,1.0,0.23,0.19,0.26,,,,,,,NO
717716,TERMOMETRO,DISPOSITIVOS MEDICO,B,Baja,XGBoost,288.28,1.0,0.23,7.69,74.04,61.0,,0.0,13.04,2022-06-01,0.0,SI
717763,LACOSAMIDA TABLETA 100MG,MEDICAMENTOS,C,Alta,XGBoost,115.78,1.0,0.23,11.34,37.99,55.0,,0.0,0.0,2022-06-05,4.0,NO
717813,BOLSA OSTOMIA OP/100MM,DISPOSITIVOS MEDICO,C,Alta,XGBoost,4.25,1.0,0.23,0.61,1.59,8.0,,0.0,0.0,2022-07-16,46.0,NO
717814,BARRERA STOMAHESIVE 100MM ,DISPOSITIVOS MEDICO,C,Media,Media móvil,6.08,1.0,0.23,0.48,1.88,6.0,,0.0,0.0,2022-06-21,21.0,NO
717825,TENOFOVIR/EMTRICITABINA 300MG/200MG TABLETA,MEDICAMENTOS,C,Alta,XGBoost,8.04,1.0,0.23,1.06,2.91,31.0,,1.0,0.0,2022-09-15,106.0,NO
717838,MECHAS NASALES REF 2248 ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,1.43,1.0,0.23,0.21,0.54,,,,,,,NO
717864,"TAMSULOSINA CÁPSULA DE LIBERACIÓN CONTROLADA 0,4MG",MEDICAMENTOS,C,Media,Media móvil,10.57,1.0,0.23,1.27,3.71,48.0,,1.0,0.0,2022-10-06,128.0,NO
717923,INSULINA GLULISINA SOL. INYECTABLE 100UI/ML x 10ML (1000UI),MEDICAMENTOS,C,Baja,Media móvil,28.79,1.0,0.23,1.42,8.05,7.0,,0.0,1.05,2022-06-01,0.0,SI
718001,ESCITALOPRAN 10MG TABLETA ,MEDICAMENTOS,C,Media,Media móvil,32.89,1.0,0.23,1.83,9.4,42.0,,2.0,0.0,2022-07-01,30.0,NO
718005,ABACAVIR/LAMIVUDINA TABLETA 600MG/300MG,MEDICAMENTOS,C,Alta,XGBoost,1.72,1.0,0.23,0.23,0.63,23.0,,0.0,0.0,2023-07-02,397.0,NO
718072,ENTEREX POLVO PARA SOLUCIÓN ORAL 110G ALIMENTO PARA USOS NUTRICIONALES ESPECIALE,NUTRICION,C,Alta,XGBoost,7.12,1.0,0.23,3.13,4.77,16.0,,0.0,0.0,2022-07-18,48.0,NO
718218,ELECTRODO PEDIATRICO,MEDICAMENTOS,B,Baja,XGBoost,272.09,1.0,0.23,7.44,70.06,72.0,,1.0,0.0,2022-06-01,0.0,NO
718219,ELECTRODO ADULTO,MEDICAMENTOS,A,Baja,XGBoost,2216.27,1.0,0.23,6.37,516.44,918.0,,2.0,0.0,2022-06-06,6.0,NO
718228,GABAPENTIN 400MG CAPSULA ,MEDICAMENTOS,C,Alta,XGBoost,0.83,1.0,0.23,0.03,0.22,32.0,,2.0,0.0,2025-08-09,1165.0,NO
718292,LORAZEPAM TABLETA 1MG,MEDICAMENTOS,B,Alta,XGBoost,211.5,1.0,0.23,42.8,91.48,78.0,,2.0,13.48,2022-06-01,0.0,SI
718376,ATAZANAVIR 300MG CAPSULA,MEDICAMENTOS,C,Alta,XGBoost,2.6,1.0,0.23,0.32,0.92,24.0,,0.0,0.0,2023-02-26,270.0,NO
718747,RIFAXIMINA CÁPSULA 200MG,MEDICAMENTOS,C,Media,Media móvil,46.1,1.0,0.23,7.47,18.08,65.0,,1.0,0.0,2022-07-01,31.0,NO
718798,SERTRALINA TABLETA 50MG,MEDICAMENTOS,B,Baja,XGBoost,75.95,1.0,0.23,0.51,17.99,,,,,,,NO
718800,MIRTAZAPINA TABLETA 30MG,MEDICAMENTOS,C,Alta,XGBoost,1.19,1.0,0.23,0.46,0.73,,,,,,,NO
718999,INMUNOGLOBULINA HUMANA NORMAL  5G/100ML (50MG/ML) SOL. INYECTABLE ,MEDICAMENTOS,C,Alta,XGBoost,0.36,1.0,0.23,0.07,0.15,16.0,,0.0,0.0,2026-02-12,1352.0,NO
719016,ACETAMINOFEN/CODEINA TABLETA 325MG/8MG,MEDICAMENTOS,C,Alta,XGBoost,0.59,1.0,0.23,0.02,0.15,,,,,,,NO
719059,METADONA TABLETA 10MG ,CONTROLADOS,C,Media,Media móvil,152.38,1.0,0.23,14.58,49.66,,,,,,,NO
719158,RIVAROXABAN TABLETA 15MG,MEDICAMENTOS,C,Alta,XGBoost,0.57,1.0,0.23,0.09,0.22,,,,,,,NO
719225,"DUTASTERIDA/TAMSULOSINA CÁPSULA 0,5MG/0,4MG (0,9MG)",MEDICAMENTOS,C,Media,Media móvil,20.52,1.0,0.23,1.99,6.71,,,,,,,NO
719246,"BISOPROLOL TABLETA 2,5MG",MEDICAMENTOS,C,Alta,XGBoost,2.18,1.0,0.23,0.11,0.61,,,,,,,NO
719247,INSULINA DETERMIR SOL. INYECTABLE 100UI/ML x 3ML (300UI),MEDICAMENTOS,C,Media,Media móvil,3.19,1.0,0.23,0.27,1.01,,,,,,,NO
719274,MASCARA VENTURY PEDIATRICA,DISPOSITIVOS MEDICO,C,Media,Media móvil,3.79,1.0,0.23,0.38,1.25,,,,,,,NO
719275,AGUJA P/INSULINA TIPO LAPICERO,DISPOSITIVOS MEDICO,C,Media,Media móvil,64.72,1.0,0.23,1.57,16.46,,,,,,,NO
719419,INSULINA ASPARTATO SOL. INYECTABLE 100UI/ML x 10ML (1000UI),MEDICAMENTOS,C,Media,Media móvil,4.15,1.0,0.23,0.11,1.06,6.0,,0.0,0.0,2022-07-07,36.0,NO
719423,LOPINAVIR/RITONAVIR 80MG/20MG/ML SUSPENSION ORAL  ,MEDICAMENTOS,B,Alta,XGBoost,695.02,1.0,0.23,90.97,250.92,47.0,,0.0,203.92,2022-06-01,0.0,SI
719455,S/FOLEY 3V  20FR SILICONA,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.08,1.0,0.23,0.03,0.05,0.0,,,0.05,2022-06-01,0.0,SI
719533,CAOLIN/PECTINA SUSPENSIÓN ORAL 20G/1G/120ML,MEDICAMENTOS,C,Alta,XGBoost,0.29,1.0,0.23,0.03,0.09,3.0,,0.0,0.0,2023-04-05,309.0,NO
719540,"GLUCERNA SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML)) ALIMENTO LÍQUIDO PARA PR",NUTRICION,C,Media,Media móvil,6.68,1.0,0.23,0.96,2.5,5.0,,0.0,0.0,2022-06-12,11.0,NO
719561,OXIBUTININA TABLETA 5MG,MEDICAMENTOS,C,Alta,XGBoost,0.93,1.0,0.23,0.04,0.25,2.0,,0.0,0.0,2022-07-28,57.0,NO
719612,CATETER 2L 4FRX5CM 22G PEDIAT. REF- CS12402,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.89,1.0,0.23,0.12,0.33,0.0,,,0.33,2022-06-01,0.0,SI
719618,BOLSA RECOLECTORA 200CC -SUPLESALUD,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.3,1.0,0.23,0.0,0.07,1.0,,0.0,0.0,2022-09-04,95.0,NO
719619,"APIXABAN TABLETA 2,5MG",MEDICAMENTOS,C,Alta,XGBoost,3.38,1.0,0.23,0.75,1.52,18.0,,0.0,0.0,2022-10-27,148.0,NO
719669,CANULA FENESTRADA  8 C/BALON ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.1,1.0,0.23,0.01,0.03,0.0,,,0.03,2022-06-01,0.0,SI
719743,"FONDAPARINA 7,5MG/0,6ML SOL. INYECTABLE ",MEDICAMENTOS,C,Alta,XGBoost,1.17,1.0,0.23,0.31,0.58,3.0,,0.0,0.0,2022-08-02,63.0,NO
719747,BROMURO DE GLICOPIRRONIO 50 MCG POLVO PARA INHALACION EN CAPSULAS,MEDICAMENTOS,C,Alta,XGBoost,13.7,1.0,0.23,2.52,5.68,,,,,,,NO
719766,LIDOCAINA SOL. INYECTABLE 2% x 10ML,CONTROLADOS,B,Baja,XGBoost,162.9,1.0,0.23,13.17,50.66,35.0,,0.0,15.66,2022-06-01,0.0,SI
719773,ACETAMINOFEN/CODEINA TABLETA 325MG/30MG,MEDICAMENTOS,C,Alta,XGBoost,0.73,1.0,0.23,0.3,0.47,13.0,,3.0,0.0,2023-11-02,520.0,NO
719819,LINEZOLID 600MG SOL. INYECTABLE ,MEDICAMENTOS,C,Baja,Media móvil,121.19,1.0,0.23,7.48,35.37,57.0,,0.0,0.0,2022-06-06,5.0,NO
719841,LIDOCAINA/EPINEFRINA SOLUCIÓN INYECTABLE 2%/50ML,MEDICAMENTOS,C,Alta,XGBoost,1.16,1.0,0.23,0.27,0.54,3.0,,0.0,0.0,2022-08-04,64.0,NO
719849,CANULA 7.0 C/B  FENESTRADA TRACOE REF- T 302-07,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.45,1.0,0.23,0.08,0.19,0.0,,,0.19,2022-06-01,0.0,SI
719877,BARRERA  57 MM REF 411451 CONVEX  SUR-FIT PLUS ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,2.93,1.0,0.23,0.28,0.95,6.0,,0.0,0.0,2022-07-23,52.0,NO
719878,UNNA BOTA,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.82,1.0,0.23,0.02,0.21,2.0,,0.0,0.0,2022-08-06,67.0,NO
719888,APIXABAN 5 MG TABLETA,MEDICAMENTOS,C,Alta,XGBoost,1.96,1.0,0.23,0.59,1.04,27.0,,0.0,0.0,2023-07-08,403.0,NO
719930,SONDA DE RECAMBIO PARA GASTROSTOMIA  REF-PEG-18-BRT-S,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.15,1.0,0.23,0.01,0.05,,,,,,,NO
719935,ATORVASTATINA 40 MG TABLETA,MEDICAMENTOS,A,Baja,XGBoost,952.9,1.0,0.23,14.0,233.31,663.0,,6.0,0.0,2022-06-14,14.0,NO
719944,ROMIPLOSTIN POLVO LIOFILIZADO 250MCG (NPLATE),MEDICAMENTOS,C,Alta,XGBoost,0.15,1.0,0.23,0.01,0.05,,,,,,,NO
719945,TELMISARTAN/AMLODIPINO TABLETA 80MG/10MG,MEDICAMENTOS,C,Alta,XGBoost,1.38,1.0,0.23,0.54,0.85,,,,,,,NO
720012,CIRCUITO DE VENTILADOR REF-5513000 ALMA LISA PEDIATRICO,DISPOSITIVOS MEDICO,C,Baja,Media móvil,9.19,1.0,0.23,0.88,2.99,,,,,,,NO
720013,CIRCUITO DE VENTILACION REF-5068850 ALMA LISA NEONATAL - INTERSURGICAL,DISPOSITIVOS MEDICO,C,Baja,Media móvil,9.19,1.0,0.23,0.88,2.99,6.0,,0.0,0.0,2022-06-10,10.0,NO
720068,TEGADERM 1683 IV 6.5X7CM ADVANCED,DISPOSITIVOS MEDICO,A,Baja,XGBoost,1587.01,1.0,0.23,28.04,393.29,73.0,,0.0,320.29,2022-06-01,0.0,SI
720104,PARCHES DE ELECTRODO PARA DESFIBRILADOR,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.25,1.0,0.23,0.04,0.1,1.0,,0.0,0.0,2022-09-20,111.0,NO
720151,CATETER VENOSO CENTRAL BILUMEN 22G (3FR)X6CM-157064-VYGON,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.08,1.0,0.23,0.02,0.04,,,,,,,NO
720207,DIBEN 1.5 KCAL HP 1000 ML ALIMENTO LIQUIDO PARA USOS NUTRICIONALES ESPECIALES AL,NUTRICION,B,Baja,XGBoost,102.55,1.0,0.23,5.74,29.34,23.0,,0.0,6.34,2022-06-01,0.0,SI
720208,APOSITO ESTERIL DE ALGINATO DE CALCIO CON PLATA ALGISITE,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.78,1.0,0.23,0.08,0.26,5.0,,0.0,0.0,2022-12-02,184.0,NO
720209,MINOCICLINA 100 MG TAB,MEDICAMENTOS,C,Alta,XGBoost,0.66,1.0,0.23,0.21,0.36,40.0,,0.0,0.0,2027-06-03,1828.0,NO
720211,ESOMEPRAZOL 10 MG GRANULOS SOBRE (NEDOX),MEDICAMENTOS,C,Alta,XGBoost,0.12,1.0,0.23,0.02,0.04,,,,,,,NO
720281,FENTANILO 25 MCG/HORA PARCHE,CONTROLADOS,C,Alta,XGBoost,0.13,1.0,0.23,0.02,0.05,,,,,,,NO
730033,"CARBONATO DE CALCIO/VITAMINA D3/ZINC SUSPENSIÓN ORAL 300MG/100UI/7,5MG/5ML (108",MEDICAMENTOS,C,Media,Media móvil,0.8,1.0,0.23,0.08,0.26,1.0,,0.0,0.0,2022-06-29,28.0,NO
730034,(FRESUBIN ORIGINAL SOLUCIÓN ORAL 1KCAL/1ML (1000KCAL/1000ML)) ALIMENTO LÍQUIDO ,NUTRICION,C,Baja,Media móvil,37.31,1.0,0.23,0.12,8.71,14.0,,0.0,0.0,2022-06-05,4.0,NO
730035,FRESUBIN DRINK SOLUCIÓN ORAL 2KCAL/1ML (400KCAL/200ML) ALIMENTO LÍQUIDO NUTRICIO,NUTRICION,B,Baja,XGBoost,169.51,1.0,0.23,6.59,45.6,68.0,,0.0,0.0,2022-06-05,4.0,NO
730036,"DIBEN DRINK SOLUCIÓN ORAL 1,5KCAL/1ML (300KCAL/200ML) ALIMENTO LÍQUIDO PARA ADMI",NUTRICION,B,Baja,XGBoost,163.26,1.0,0.23,2.67,40.24,65.0,,0.0,0.0,2022-06-05,5.0,NO
730037,"DIBEN SOLUCIÓN ORAL 1,05KCAL/1ML (525KCAL/500ML) ALIMENTO LÍQUIDO PARA ADMINISTR",NUTRICION,B,Baja,XGBoost,66.36,1.0,0.23,5.52,20.8,13.0,,0.0,7.8,2022-06-01,0.0,SI
730038,"SURVIMED OPD SOLUCIÓN ORAL 1,33KCAL/1ML (665KCAL/500ML)) ALIMENTO LIQUIDO OLIG",NUTRICION,C,Media,Media móvil,40.53,1.0,0.23,4.02,13.34,23.0,,0.0,0.0,2022-06-08,7.0,NO
730039,"RECONVAN SOLUCIÓN ORAL 1,0KCAL/1ML (500KCAL/500ML)) ALIMENTO LÍQUIDO PARA ADMI",NUTRICION,C,Media,Media móvil,61.08,1.0,0.23,3.91,17.96,12.0,,0.0,5.96,2022-06-01,0.0,SI
730040,"SUPPORTAN DRINK SOLUCIÓN ORAL 1,5KCAL/1ML (300KCAL/200ML)) ALIMENTO LIQUIDO RI",NUTRICION,B,Media,XGBoost,123.7,1.0,0.23,25.09,53.56,31.0,,0.0,22.56,2022-06-01,0.0,SI
730041,(FRESUBIN HP SOLUCIÓN ORAL 2KCAL/1ML (1000KCAL/500ML)) ALIMENTO LÍQUIDO PARA AD,NUTRICION,C,Media,Media móvil,49.05,1.0,0.23,7.37,18.66,34.0,,0.0,0.0,2022-06-10,10.0,NO
730053,SISTEMA DRENAJE TORAXICO PEDIATRICO THORAMETRIX X1500-LM INSTRUMENT,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.29,1.0,0.23,0.03,0.09,2.0,,0.0,0.0,2022-12-15,198.0,NO
730058,EQUIPO BOMBA SIN AGUJA,DISPOSITIVOS MEDICO,A,Baja,XGBoost,1808.44,1.0,0.23,20.94,437.16,98.0,,0.0,339.16,2022-06-01,0.0,SI
730063,SURVIMED OPD SOLUCIÓN ORAL 1KCAL/1ML (1000KCAL/1000ML)) ALIMENTO LIQUIDO OLIGO,NUTRICION,C,Media,Media móvil,23.7,1.0,0.23,5.79,11.24,0.0,,,11.24,2022-06-01,0.0,SI
730066,EQUIPO DE INFUSION DE LIQUIDOS FOTOSENSIBLES,DISPOSITIVOS MEDICO,C,Baja,Media móvil,35.28,1.0,0.23,0.42,8.54,32.0,,0.0,0.0,2022-06-21,20.0,NO
730082,VECURONIO BROMURO SOLUCIÓN INYECTABLE 4MG,MEDICAMENTOS,C,Alta,XGBoost,18.67,1.0,0.23,3.25,7.55,,,,,,,NO
730083,EQUIPO PERFUSOR 20CC REF C0020C FRESENIUS,DISPOSITIVOS MEDICO,B,Baja,XGBoost,112.08,1.0,0.23,0.9,26.7,65.0,,0.0,0.0,2022-06-11,10.0,NO
730084,DALTEPARINA SODICA 7.500 UI (ANTIFACTOR XA) SOL. INYECTABLE,MEDICAMENTOS,C,Alta,XGBoost,2.26,1.0,0.23,0.27,0.79,12.0,,0.0,0.0,2022-10-29,151.0,NO
730096,HIALURONATO DE SODIO GOTAS OFTALMICAS,MEDICAMENTOS,C,Alta,XGBoost,0.59,1.0,0.23,0.23,0.37,,,,,,,NO
730113,APOSITO URGOSORB SILVER ALGINATO Y PLATA10X20CM-REF 503136-SUPLESA,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.21,1.0,0.23,0.04,0.09,6.0,,0.0,0.0,2024-10-04,856.0,NO
730116,TEGADERM REF 1682 IV 5X5.7CM AVANCED-NIÑOS,DISPOSITIVOS MEDICO,B,Baja,XGBoost,128.79,1.0,0.23,11.41,41.05,38.0,,0.0,3.05,2022-06-01,0.0,SI
730122,CATETER PICC ALTA PRESION 4.5FR X 50CM REF 01PR45041-HP,DISPOSITIVOS MEDICO,C,Alta,XGBoost,1.38,1.0,0.23,0.54,0.85,,,,,,,NO
730123,CATETER PICC ALTA PRESION 5FR X 50 CM REF 01PR05052,DISPOSITIVOS MEDICO,C,Media,Media móvil,7.25,1.0,0.23,0.4,2.06,5.0,,0.0,0.0,2022-06-13,12.0,NO
730124,CATETER PICC ALTA PRESION 5.5FR X 50 CM REF PR45052-HP,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.79,1.0,0.23,0.31,0.49,,,,,,,NO
